Year,City,Violations,Statistics,Value
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Robbery [1610],"Total, persons charged",113
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Robbery [1610],"Total, persons charged",164
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Robbery [1610],"Total, persons charged",178
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Robbery [1610],"Total, persons charged",219
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Actual incidents,445
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Actual incidents,468
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Actual incidents,458
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Actual incidents,385
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Rate per 100,000 population",72.44
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Rate per 100,000 population",73.34
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Rate per 100,000 population",67.97
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Rate per 100,000 population",54.47
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage change in rate,-15.61
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage change in rate,1.24
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage change in rate,-7.33
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage change in rate,-19.87
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.34
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.25
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.22
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.2
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Unfounded incidents,0
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Unfounded incidents,0
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Unfounded incidents,0
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Unfounded incidents,0
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percent unfounded,0
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percent unfounded,0
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percent unfounded,0
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Percent unfounded,0
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Total cleared,418
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Total cleared,446
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Total cleared,432
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Total cleared,359
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared by charge,417
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared by charge,444
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared by charge,431
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared by charge,357
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared otherwise,1
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared otherwise,2
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared otherwise,1
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],Cleared otherwise,2
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Total, persons charged",415
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Total, persons charged",443
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Total, persons charged",430
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total impaired driving [910],"Total, persons charged",356
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Actual incidents,526
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Actual incidents,393
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Actual incidents,391
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Actual incidents,398
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Rate per 100,000 population",85.63
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Rate per 100,000 population",61.59
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Rate per 100,000 population",58.03
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Rate per 100,000 population",56.3
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage change in rate,-17.38
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage change in rate,-28.07
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage change in rate,-5.79
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage change in rate,-2.97
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),2.44
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),1.92
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),2.48
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),2.21
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Unfounded incidents,0
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Unfounded incidents,0
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Unfounded incidents,0
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Unfounded incidents,0
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percent unfounded,0
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percent unfounded,0
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percent unfounded,0
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Percent unfounded,0
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Total cleared,486
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Total cleared,354
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Total cleared,337
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Total cleared,365
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared by charge,435
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared by charge,260
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared by charge,241
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared by charge,246
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared otherwise,51
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared otherwise,94
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared otherwise,96
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],Cleared otherwise,119
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Total, persons charged",461
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Total, persons charged",274
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Total, persons charged",265
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Total drug violations [401],"Total, persons charged",272
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,6693
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,7331
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,6945
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,6796
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",4453.78
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",4787.5
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",4438.15
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",4264.56
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,-1.94
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,7.49
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,-7.3
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,-3.91
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),97.01
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),96.28
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),96.98
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),96.7
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,115
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,99
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,100
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,109
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,1.69
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,1.33
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,1.42
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,1.58
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,2968
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,3193
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,3406
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,3101
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,2411
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,2649
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,2919
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,2524
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,557
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,544
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,487
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,577
2021,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",2136
2022,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",2376
2023,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",2617
2024,"Guelph, Ontario [35550]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",2335
2021,"Guelph, Ontario [35550]",Homicide [110],Actual incidents,0
2022,"Guelph, Ontario [35550]",Homicide [110],Actual incidents,2
2023,"Guelph, Ontario [35550]",Homicide [110],Actual incidents,4
2024,"Guelph, Ontario [35550]",Homicide [110],Actual incidents,3
2021,"Guelph, Ontario [35550]",Homicide [110],"Rate per 100,000 population",0
2022,"Guelph, Ontario [35550]",Homicide [110],"Rate per 100,000 population",1.31
2023,"Guelph, Ontario [35550]",Homicide [110],"Rate per 100,000 population",2.56
2024,"Guelph, Ontario [35550]",Homicide [110],"Rate per 100,000 population",1.88
2021,"Guelph, Ontario [35550]",Homicide [110],Percentage change in rate,
2022,"Guelph, Ontario [35550]",Homicide [110],Percentage change in rate,
2023,"Guelph, Ontario [35550]",Homicide [110],Percentage change in rate,
2024,"Guelph, Ontario [35550]",Homicide [110],Percentage change in rate,
2021,"Guelph, Ontario [35550]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),0
2022,"Guelph, Ontario [35550]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),3.15
2023,"Guelph, Ontario [35550]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),6.6
2024,"Guelph, Ontario [35550]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),4.84
2021,"Guelph, Ontario [35550]",Homicide [110],Unfounded incidents,0
2022,"Guelph, Ontario [35550]",Homicide [110],Unfounded incidents,0
2023,"Guelph, Ontario [35550]",Homicide [110],Unfounded incidents,0
2024,"Guelph, Ontario [35550]",Homicide [110],Unfounded incidents,0
2021,"Guelph, Ontario [35550]",Homicide [110],Percent unfounded,
2022,"Guelph, Ontario [35550]",Homicide [110],Percent unfounded,0
2023,"Guelph, Ontario [35550]",Homicide [110],Percent unfounded,0
2024,"Guelph, Ontario [35550]",Homicide [110],Percent unfounded,0
2021,"Guelph, Ontario [35550]",Homicide [110],Total cleared,0
2022,"Guelph, Ontario [35550]",Homicide [110],Total cleared,2
2023,"Guelph, Ontario [35550]",Homicide [110],Total cleared,2
2024,"Guelph, Ontario [35550]",Homicide [110],Total cleared,3
2021,"Guelph, Ontario [35550]",Homicide [110],Cleared by charge,0
2022,"Guelph, Ontario [35550]",Homicide [110],Cleared by charge,2
2023,"Guelph, Ontario [35550]",Homicide [110],Cleared by charge,2
2024,"Guelph, Ontario [35550]",Homicide [110],Cleared by charge,3
2021,"Guelph, Ontario [35550]",Homicide [110],Cleared otherwise,0
2022,"Guelph, Ontario [35550]",Homicide [110],Cleared otherwise,0
2023,"Guelph, Ontario [35550]",Homicide [110],Cleared otherwise,0
2024,"Guelph, Ontario [35550]",Homicide [110],Cleared otherwise,0
2021,"Guelph, Ontario [35550]",Homicide [110],"Total, persons charged",0
2022,"Guelph, Ontario [35550]",Homicide [110],"Total, persons charged",2
2023,"Guelph, Ontario [35550]",Homicide [110],"Total, persons charged",2
2024,"Guelph, Ontario [35550]",Homicide [110],"Total, persons charged",3
2021,"Guelph, Ontario [35550]","Murder, first degree [1110]",Actual incidents,0
2022,"Guelph, Ontario [35550]","Murder, first degree [1110]",Actual incidents,0
2023,"Guelph, Ontario [35550]","Murder, first degree [1110]",Actual incidents,0
2024,"Guelph, Ontario [35550]","Murder, first degree [1110]",Actual incidents,0
